"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578602","0. __tot__",65,27,38
"63578602","2. 05 A 09",2,1,1
"63578602","3. 10 A 14",3,1,2
"63578602","4. 15 A 19",5,1,4
"63578602","5. 20 A 24",2,NA,2
"63578602","6. 25 A 29",3,3,NA
"63578602","8. 35 A 39",7,4,3
"63578602","9. 40 A 44",7,1,6
"63578602","10. 45 A 49",5,3,2
"63578602","11. 50 A 54",5,1,4
"63578602","12. 55 A 59",5,4,1
"63578602","13. 60 A 64",6,3,3
"63578602","14. 65 A 69",5,1,4
"63578602","15. 70 A 74",5,2,3
"63578602","16. 75 A 79",3,NA,3
"63578602","17. 80 A 84",2,2,NA
