"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578613","0. __tot__",33,14,19
"63578613","1. 00 A 04",1,NA,1
"63578613","2. 05 A 09",2,1,1
"63578613","3. 10 A 14",3,NA,3
"63578613","4. 15 A 19",3,2,1
"63578613","5. 20 A 24",2,1,1
"63578613","7. 30 A 34",2,1,1
"63578613","8. 35 A 39",1,NA,1
"63578613","9. 40 A 44",4,3,1
"63578613","10. 45 A 49",5,2,3
"63578613","11. 50 A 54",4,2,2
"63578613","12. 55 A 59",1,1,NA
"63578613","13. 60 A 64",2,NA,2
"63578613","14. 65 A 69",2,1,1
"63578613","15. 70 A 74",1,NA,1
