"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578913","0. __tot__",300,146,154
"63578913","1. 00 A 04",17,7,10
"63578913","2. 05 A 09",28,14,14
"63578913","3. 10 A 14",21,5,16
"63578913","4. 15 A 19",23,13,10
"63578913","5. 20 A 24",14,7,7
"63578913","6. 25 A 29",14,7,7
"63578913","7. 30 A 34",20,12,8
"63578913","8. 35 A 39",23,12,11
"63578913","9. 40 A 44",24,16,8
"63578913","10. 45 A 49",25,10,15
"63578913","11. 50 A 54",30,15,15
"63578913","12. 55 A 59",28,14,14
"63578913","13. 60 A 64",10,3,7
"63578913","14. 65 A 69",10,5,5
"63578913","15. 70 A 74",6,2,4
"63578913","16. 75 A 79",2,1,1
"63578913","17. 80 A 84",3,2,1
"63578913","18. 85 A 89",1,NA,1
"63578913","19. 90 A 94",1,1,NA
