"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578605","0. __tot__",36,16,20
"63578605","1. 00 A 04",3,2,1
"63578605","2. 05 A 09",1,1,NA
"63578605","3. 10 A 14",4,3,1
"63578605","4. 15 A 19",1,NA,1
"63578605","5. 20 A 24",2,1,1
"63578605","6. 25 A 29",1,1,NA
"63578605","7. 30 A 34",1,1,NA
"63578605","8. 35 A 39",5,1,4
"63578605","9. 40 A 44",4,1,3
"63578605","10. 45 A 49",5,1,4
"63578605","11. 50 A 54",4,3,1
"63578605","14. 65 A 69",3,NA,3
"63578605","15. 70 A 74",1,NA,1
"63578605","17. 80 A 84",1,1,NA
