"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578603","0. __tot__",99,57,42
"63578603","1. 00 A 04",2,1,1
"63578603","2. 05 A 09",2,1,1
"63578603","3. 10 A 14",5,3,2
"63578603","4. 15 A 19",5,3,2
"63578603","5. 20 A 24",7,4,3
"63578603","6. 25 A 29",10,2,8
"63578603","7. 30 A 34",7,7,NA
"63578603","8. 35 A 39",5,3,2
"63578603","9. 40 A 44",5,1,4
"63578603","10. 45 A 49",6,5,1
"63578603","11. 50 A 54",9,4,5
"63578603","12. 55 A 59",6,3,3
"63578603","13. 60 A 64",8,5,3
"63578603","14. 65 A 69",8,5,3
"63578603","15. 70 A 74",4,3,1
"63578603","16. 75 A 79",4,2,2
"63578603","17. 80 A 84",4,4,NA
"63578603","18. 85 A 89",1,NA,1
"63578603","19. 90 A 94",1,1,NA
