"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63579011","0. __tot__",279,136,143
"63579011","1. 00 A 04",21,9,12
"63579011","2. 05 A 09",36,16,20
"63579011","3. 10 A 14",22,14,8
"63579011","4. 15 A 19",22,13,9
"63579011","5. 20 A 24",10,2,8
"63579011","6. 25 A 29",18,9,9
"63579011","7. 30 A 34",23,14,9
"63579011","8. 35 A 39",28,13,15
"63579011","9. 40 A 44",30,17,13
"63579011","10. 45 A 49",26,9,17
"63579011","11. 50 A 54",12,4,8
"63579011","12. 55 A 59",10,5,5
"63579011","13. 60 A 64",7,4,3
"63579011","14. 65 A 69",8,4,4
"63579011","15. 70 A 74",1,1,NA
"63579011","16. 75 A 79",2,1,1
"63579011","17. 80 A 84",1,1,NA
"63579011","18. 85 A 89",2,NA,2
