"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63579102","0. __tot__",412,202,210
"63579102","1. 00 A 04",52,25,27
"63579102","2. 05 A 09",53,27,26
"63579102","3. 10 A 14",40,18,22
"63579102","4. 15 A 19",31,18,13
"63579102","5. 20 A 24",34,23,11
"63579102","6. 25 A 29",58,29,29
"63579102","7. 30 A 34",29,10,19
"63579102","8. 35 A 39",21,10,11
"63579102","9. 40 A 44",19,10,9
"63579102","10. 45 A 49",20,12,8
"63579102","11. 50 A 54",20,6,14
"63579102","12. 55 A 59",12,5,7
"63579102","13. 60 A 64",8,4,4
"63579102","14. 65 A 69",8,1,7
"63579102","15. 70 A 74",3,2,1
"63579102","16. 75 A 79",2,NA,2
"63579102","18. 85 A 89",1,1,NA
"63579102","19. 90 A 94",1,1,NA
