"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578601","0. __tot__",24,11,13
"63578601","1. 00 A 04",1,1,NA
"63578601","2. 05 A 09",1,1,NA
"63578601","4. 15 A 19",3,1,2
"63578601","6. 25 A 29",1,NA,1
"63578601","7. 30 A 34",3,2,1
"63578601","8. 35 A 39",2,NA,2
"63578601","9. 40 A 44",1,NA,1
"63578601","10. 45 A 49",2,NA,2
"63578601","11. 50 A 54",1,1,NA
"63578601","12. 55 A 59",3,1,2
"63578601","13. 60 A 64",1,NA,1
"63578601","14. 65 A 69",1,1,NA
"63578601","15. 70 A 74",2,1,1
"63578601","17. 80 A 84",1,1,NA
"63578601","21. 100 A 104",1,1,NA
