"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578502","0. __tot__",151,71,80
"63578502","1. 00 A 04",7,3,4
"63578502","2. 05 A 09",15,6,9
"63578502","3. 10 A 14",16,8,8
"63578502","4. 15 A 19",13,7,6
"63578502","5. 20 A 24",11,4,7
"63578502","6. 25 A 29",8,5,3
"63578502","7. 30 A 34",8,4,4
"63578502","8. 35 A 39",14,6,8
"63578502","9. 40 A 44",14,7,7
"63578502","10. 45 A 49",9,4,5
"63578502","11. 50 A 54",1,NA,1
"63578502","12. 55 A 59",8,4,4
"63578502","13. 60 A 64",5,1,4
"63578502","14. 65 A 69",9,3,6
"63578502","15. 70 A 74",6,3,3
"63578502","16. 75 A 79",3,3,NA
"63578502","17. 80 A 84",1,NA,1
"63578502","18. 85 A 89",1,1,NA
"63578502","19. 90 A 94",2,2,NA
