"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578512","0. __tot__",74,30,44
"63578512","1. 00 A 04",5,2,3
"63578512","2. 05 A 09",6,2,4
"63578512","3. 10 A 14",6,2,4
"63578512","4. 15 A 19",9,3,6
"63578512","5. 20 A 24",5,3,2
"63578512","6. 25 A 29",2,NA,2
"63578512","7. 30 A 34",9,5,4
"63578512","8. 35 A 39",6,1,5
"63578512","9. 40 A 44",9,4,5
"63578512","10. 45 A 49",6,2,4
"63578512","11. 50 A 54",4,4,NA
"63578512","12. 55 A 59",6,1,5
"63578512","20. 95 A 99",1,1,NA
