"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578610","0. __tot__",56,24,32
"63578610","1. 00 A 04",3,1,2
"63578610","2. 05 A 09",4,1,3
"63578610","3. 10 A 14",6,2,4
"63578610","4. 15 A 19",3,1,2
"63578610","5. 20 A 24",4,2,2
"63578610","6. 25 A 29",1,NA,1
"63578610","7. 30 A 34",5,3,2
"63578610","8. 35 A 39",5,2,3
"63578610","9. 40 A 44",3,1,2
"63578610","10. 45 A 49",4,3,1
"63578610","11. 50 A 54",6,4,2
"63578610","12. 55 A 59",7,1,6
"63578610","13. 60 A 64",1,1,NA
"63578610","14. 65 A 69",2,NA,2
"63578610","16. 75 A 79",1,1,NA
"63578610","19. 90 A 94",1,1,NA
