"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578505","0. __tot__",169,87,82
"63578505","1. 00 A 04",7,2,5
"63578505","2. 05 A 09",19,9,10
"63578505","3. 10 A 14",17,11,6
"63578505","4. 15 A 19",17,8,9
"63578505","5. 20 A 24",8,3,5
"63578505","6. 25 A 29",9,4,5
"63578505","7. 30 A 34",10,7,3
"63578505","8. 35 A 39",18,10,8
"63578505","9. 40 A 44",16,8,8
"63578505","10. 45 A 49",6,3,3
"63578505","11. 50 A 54",9,4,5
"63578505","12. 55 A 59",6,3,3
"63578505","13. 60 A 64",6,4,2
"63578505","14. 65 A 69",4,3,1
"63578505","15. 70 A 74",9,5,4
"63578505","16. 75 A 79",4,1,3
"63578505","17. 80 A 84",1,NA,1
"63578505","18. 85 A 89",1,1,NA
"63578505","19. 90 A 94",1,1,NA
"63578505","20. 95 A 99",1,NA,1
