"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578611","0. __tot__",49,24,25
"63578611","1. 00 A 04",5,1,4
"63578611","2. 05 A 09",6,3,3
"63578611","3. 10 A 14",2,1,1
"63578611","4. 15 A 19",4,3,1
"63578611","6. 25 A 29",1,1,NA
"63578611","7. 30 A 34",6,2,4
"63578611","8. 35 A 39",2,2,NA
"63578611","9. 40 A 44",4,1,3
"63578611","10. 45 A 49",3,2,1
"63578611","11. 50 A 54",3,2,1
"63578611","12. 55 A 59",2,NA,2
"63578611","13. 60 A 64",1,1,NA
"63578611","14. 65 A 69",4,3,1
"63578611","15. 70 A 74",1,NA,1
"63578611","16. 75 A 79",2,1,1
"63578611","17. 80 A 84",1,NA,1
"63578611","18. 85 A 89",2,1,1
