"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578504","0. __tot__",136,71,65
"63578504","1. 00 A 04",7,2,5
"63578504","2. 05 A 09",13,6,7
"63578504","3. 10 A 14",4,3,1
"63578504","4. 15 A 19",7,2,5
"63578504","5. 20 A 24",7,3,4
"63578504","6. 25 A 29",11,9,2
"63578504","7. 30 A 34",11,4,7
"63578504","8. 35 A 39",11,5,6
"63578504","9. 40 A 44",12,8,4
"63578504","10. 45 A 49",11,6,5
"63578504","11. 50 A 54",4,1,3
"63578504","12. 55 A 59",10,5,5
"63578504","13. 60 A 64",10,6,4
"63578504","14. 65 A 69",6,2,4
"63578504","15. 70 A 74",3,2,1
"63578504","16. 75 A 79",5,4,1
"63578504","17. 80 A 84",4,3,1
